no,level,kanji,meaning_quoted,meaning,onyomi,kunyomi,shape_explanation,onyomi_detail,kunyomi_detail,memorized
11,N5,中,가운데 중,"""가운데 중"". 중간, 가운데",チュウ、ジュウ,なか,"中 = 口 +⼁。 中는 ""물건(口)의 중심을 꿰뚫다(⼁)"" -> ""중심, 중간""이라는 뜻의 글자입니다.","음독은 チュウ、ジュウ입니다. 쓰이는 빈도는 チュウ가 훨씬 높습니다. 대략적인 구분법은 다음과 같습니다. 1. チュウ: ""어떤 행위가 이루어지고 있는 상태""를 의미. 예)掃除中청소중,準備中준비중 2. ジュウ: ""특정 범위 전체(시간/공간)""를 지칭. 예)世界中전세계,会社中회사 전체,一日中하루 종일 아래 예시단어를 참조해 주세요.","中는 ""내부, 안쪽, 중간, 중앙""을 뜻합니다.",no
12,N5,長,길 장,"""길 장"". 길다",チョウ,なが(い),"長는 ""머리가 긴 노인이 지팡이를 짚고 걸어가는 모습""을 그린 상형문자입니다. ""머리가 긴 노인"" -> ""머리가 길다"" -> ""길다""라는 의미입니다.",음독은 チョウ입니다. 특별한 점은 없습니다.,"長い는 ""길다""라는 뜻의 형용사입니다.",no
13,N5,出,날 출,"""날 출"". 나가다, 내보내다",シュツ、スイ,で(る)、だ(す),"出 = 屮 + 凵。 屮는 여기서는 ""새의 발""을 그린 모양자입니다. 凵는 여기서는 ""동굴""을 그린 모양자입니다. 出는 ""동굴(凵)밖으로 걸어나가는 발(屮)"" -> ""나가다""라는 뜻의 글자입니다.",음독은 シュツ、スイ입니다. 절대다수는 シュツ로 읽습니다. スイ는出納(출납) 외에는 거의 쓰지 않는 음독입니다.,"出る는 ""나가다, 나아가다, 나오다""라는 뜻의 2그룹 자동사입니다. 出す는 ""내다, 내놓다""라는 뜻의 타동사입니다.",no
14,N5,三,셋 삼,"""셋 삼"". 3",サン,み、み(つ)、みっ(つ),"三는 선 세 개로 ""3""을 나타낸 글자입니다.",음독은 サン입니다. 특별한 점은 없습니다.,"み는 ""3""을 뜻하는 순일본어입니다.",no
15,N5,時,때 시,"""때 시"". 시간",ジ,とき,"時 = 日 + 寺。 (의미부)「日」는 ""하루, 태양""을 뜻합니다. (소리부)寺(ジ - ""절 사"")는 ""절, 사찰""을 뜻하는 상용한자입니다. 다만 여기서는 소리부(ジ)의 역할만 하고 있습니다. 寺 = 土 + 寸。 「寸」은 ""손""을 뜻하는 부수입니다(링크 참조). 土(""흙 토"")는 ""흙""을 뜻하는 상용한자로, ""땅에 새싹이 돋아난 모습""을 그린 것입니다. 아래 그림을 참조해 주세요. 寺는 ""흙무덤(土) 앞에서 합장하는(寸) 스님""을 표현한 글자입니다. ""합장하는 스님"" -> ""절""이라는 의미입니다. 時는 ""하루(日)"" -> ""시간""이라는 뜻의 글자입니다(寺는 소리부).",음독은 ジ입니다. 특별한 점은 없습니다.,"時는 ""시간, 시각, 때""를 뜻합니다.",no
16,N5,行,다닐 행,"""다닐 행"". 가다, 행하다, 행(row)",コウ、ギョウ、アン,い(く)、ゆ(く)、おこな(う),"行는 ""두 길이 교차하는 사거리""를 그린 상형문자입니다. ""사거리"" -> ""길을 가다, 이동하다"" -> ""가다, 행하다""라는 의미입니다.",음독은 コウ、ギョウ、アン입니다. 절대다수는 コウ、ギョウ로 읽습니다. アン은 극히 일부 단어에만 쓰이는 음독입니다.,"1.行く、行く 行く、行く는 둘 다 ""가다""라는 뜻의 자동사입니다. 行く는 구어적/일상적 문맥,行く는 시적인 문맥에서 주로 사용합니다. 예문) 日本へ行く 일본에 가다 2.行う 行う는 ""행하다""라는 뜻의 타동사입니다. 예문) テストを行う 테스트를 실시하다 試合を行う 시합을 행하다",no
17,N5,社,모일 사,"""모일 사"". 모이다, 단체, 사회, 신사",シャ,やしろ,"社 = 礻 + 土。 「礻」는 ""종교, 신, 고대의 비석""을 뜻하는 부수입니다(링크 참조). 土(""흙 토"")는 ""흙, 땅""을 뜻하는 상용한자입니다. 土는 ""땅에 새싹이 돋아난 모습""을 그린 상형문자입니다. ""흙 위에 돋아난 새싹"" -> ""흙, 땅""이라는 의미입니다. 社는 ""토지(土)의 신(礻)에게 제사지내기 위해 모이다"" -> ""모이다, 단체, 사회, 신사""라는 뜻의 글자입니다.",음독은 シャ입니다. 특별한 점은 없습니다.,"社는 ""신사""를 뜻합니다.",no
18,N5,見,볼 견,"""볼 견"". 보다",ケン,み(る)、み(える)、み(せる),"見 = 目 + 儿。 目(""눈 목"")은 ""눈""을 뜻하는 상용한자입니다. 目는""눈""을 본따 그린 상형문자입니다. 儿는「人」가 살짝 변형된 것으로, ""사람""을 뜻합니다. 見는 ""사람(儿)의 눈(目)"" -> ""보다""라는 뜻의 글자입니다.",음독은 ケン입니다. 특별한 점은 없습니다.,"見る는 ""보다""라는 뜻의 2그룹 타동사입니다. 見える는 ""보이다""라는 뜻의 2그룹 자동사입니다. 見せる는 ""보여주다""라는 뜻의 2그룹 타동사입니다.",no
19,N5,月,달 월,"""달 월"". 달",ゲツ、ガツ,つき,"月는 ""초승달""을 본따 그린 상형문자입니다.",음독은 ゲツ、ガツ입니다. 특별한 구분법은 없습니다.,"月는 ""달""을 뜻합니다.",no
20,N5,分,나눌 분,"""나눌 분"". 나누다, 분(시간 단위), 알다",ブン、フン、ブ,わ(ける)、わ(かれる)、わ(かる)、わ(かつ),"分 = ハ + 刀。 ハ는 여기서는 ""무언가가 둘로 쪼개진 모습""을 표현한 모양자입니다. 「刀」(""칼 도"")는 ""칼""을 뜻하는 부수입니다(링크 참조). 分는 ""칼(刀)로 베어서 둘로 쪼개다(ハ)"" -> ""나누다""라는 뜻의 글자입니다.",음독은 フン、ブ、ブン입니다. 대략적인 구분법은 다음과 같습니다. 아래 예시단어를 참조해 주세요.,"1.分かつ・分ける 分かつ는 ""나누다/가르다/구분하다""라는 뜻의 타동사입니다. 分ける는 ""나누다/가르다/구분하다""라는 뜻의 2그룹 타동사입니다. 둘의 차이점은 다음과 같습니다. 예문) 南北に分かつ 남북으로 가르다 学年別に分ける 학년별로 나누다 2.分かれる 分かれる는 ""갈라지다, 나뉘다, 구별되다""라는 뜻의 2그룹 자동사입니다. 예문) 道が二股に分かれる 길이 두 갈래로 갈리다 3.分かる 分かる는 ""알다, 깨닫다, 터득하다, 이해하다""라는 뜻의 자동사입니다. 예문) 幼い子供でも分かる 어린아이라도 알 수 있다",no
21,N5,後,뒤 후,"""뒤 후"". 뒤, 이후, 나중.",ゴ、コウ,あと、のち、うし(ろ)、おく(れる),"後 = 彳 + 幺 + 夂。 「彳」는 ""길""을 뜻하는 부수입니다(링크 참조). 「幺」는 ""작다, 어리다""라는 뜻의 글자입니다(링크 참조). 「夂」는 ""발""을 뜻하는 부수입니다(링크 참조). 後는 ""길(彳)에서어린아이(幺)가부모뒤를 졸졸 따라가다(夂)""라는 뜻입니다. ""뒤를 따라가다"" -> ""뒤, 나중""이라는 의미입니다.",음독은 ゴ、コウ입니다. 대략적인 구분법은 다음과 같습니다. 아래 예시단어를 참조해 주세요.,"1.後ろ 後ろ는 (공간적인) ""뒤""를 뜻합니다. 예문) 後ろの席뒷좌석 2.後れる 後れる는 ""뒤떨어지다, 기가 죽다""라는 뜻의 2그룹 자동사입니다. 예문) 流行に後れる 유행에 뒤떨어지다 3. あと・のち あと、のち는 둘 다 ""뒤, 나중""을 뜻하는 단어입니다. あと가 조금 더 일상적인 표현이고, のち는 다소 딱딱한 표현입니다. 예문) 後で電話します 나중에 전화하겠습니다 あれから二ヶ月後に 그로부터 2개월 후에",no
22,N5,前,앞 전,"""앞 전"". 앞",ゼン,まえ,"前 = 䒑 + 月 + 刂。 「刂」는 ""칼""을 뜻하는 부수입니다(링크 참조). 「月」는 ""고기""를 뜻하는 부수입니다(링크 참조). 䒑는 여기서는 ""고기(月)의 앞부분""을 강조하기 위해 쓰인 모양자입니다. 前는 ""고기(月)의 앞부분(䒑)을 칼(刂)로 잘라내다"" -> ""앞""이라는 뜻의 글자입니다.",음독은 ゼン입니다. 특별한 점은 없습니다.,"前는 ""앞, 먼저""라는 뜻입니다.",no
23,N5,生,살 생,"""살 생"". 살다, 태어나다, 생명",セイ、ショウ,い(きる)、い(かす)、う(まれる)、う(む)、は(える)、は(やす)、き、なま、い(ける),"生는 ""새싹이 돋아나는 모습""을 그린 상형문자입니다. ""새싹"" -> ""생명, 태어나다""라는 의미입니다.","음독은 セイ、ショウ입니다. 사용 빈도는 セイ가 더 높으나, 특별한 구분법은 없습니다.","1.生きる、生かす 生きる는 ""살다""라는 뜻의 2그룹 자동사입니다. 生かす는 ""살리다""라는 뜻의 타동사입니다. 예문) 海に生きる人々바다에 사는 사람들 人工呼吸で生かす 인공호흡으로 살리다 2.生まれる、生む 生まれる는 ""태어나다/생겨나다""라는 뜻의 2그룹 자동사입니다. 生む는 ""낳다/(새롭게)만들어 내다""라는 뜻의 타동사입니다. 예문) 赤ちゃんが生まれた 아기가 태어났다 巨大な利益を生む事業거대한 이익을 낳는 사업 3.生える、生やす 生える는 ""(초목의 싹/동물의 털 등이) 나다""라는 뜻의 2그룹 자동사입니다. 生やす는 ""(싹/털 등을) 기르다""라는 뜻의 타동사입니다. 예문) 雑草が生えている 잡초가 나 있다 ひげを生やす 수염을 기르다 4.生ける 生ける는 ""꽃꽃이하다""라는 뜻의 2그룹 타동사입니다. 실제로 동사로 쓰이는 경우는 별로 없고, 대개는生け花(꽃꽃이)의 형태로 쓰입니다. 5. き、なま き・なま는 ""날것의/가공하지 않은/자연 그대로의""를 뜻하는 접두어입니다.",no
24,N5,五,다섯 오,"""다섯 오"". 다섯",ゴ,いつ、いつ(つ),"고대에는 나무막대기를 엇갈려 늘어놓는 식으로 ""5""를 표현했다고 합니다. 五는 그 모습을 그대로 본따 그린 상형문자입니다.",음독은 ゴ입니다. 특별한 점은 없습니다.,"いつ는 ""5""를 뜻하는 일본 고유단어입니다.",no
25,N5,間,사이 간,"""사이 간"". 사이, 간격, 틈새",カン、ケン,あいだ、ま,"間 = 門 + 日。 門(""문 문"")은 ""문""을 뜻하는 상용한자입니다. 門는 ""문""의 모습을 본따 그린 상형문자입니다. 「日」는 ""태양""을 뜻합니다. 間는 ""문틈(門) 사이로 햇빛(日)이 들어오다"" -> ""사이, 간격, 틈새""라는 뜻의 글자입니다.",음독은 カン、ケン입니다. 사용 빈도는 カン이 훨씬 높습니다.,"間、間는 ""사이, 간격, 틈""을 뜻합니다.",no
26,N5,上,윗 상,"""윗 상"". 위, 위쪽, 오르다",ジョウ、ショウ,うえ、うわ、かみ、あ(げる)、あ(がる)、のぼ(る)、のぼ(す)、のぼ(せる),"上는 ""손가락으로 위쪽을 가리키고 있는 모습""을 그린 지사문자입니다.",음독은 ジョウ、ショウ입니다. 그러나 절대다수는 ジョウ로 읽습니다. ショウ는上人(승려의 경칭)을 제외하고는 거의 쓰이지 않는 음독입니다.,"1.上がる、上げる 上がる는 ""오르다, 올라가다, 높아지다""라는 뜻의 자동사입니다. 上げる는 ""올리다, 높이다""라는 뜻의 2그룹 타동사입니다. 예문) 屋上に上がる 옥상에 오르다 気温が上がる 기온이 오르다 値段を上げる 가격을 올리다 2.上る 上る는 ""오르다, 올라가다""라는 뜻의 자동사입니다. 예문) 坂を上る 비탈길을 오르다 階段を上る 계단을 올라가다 3.上せる、上す 上せる는 ""올리다, 싣다, 제출하다""라는 뜻의 2그룹 타동사입니다. 上す는上せる의 문어형으로, 의미는 같습니다. 예문) 位を上せる 지위를 올리다 記録に上せる 기록에 올리다(써 넣다) 話題に上せる 화제에 올리다 4. うえ、うわ、かみ 上는 ""위, 위쪽""을 뜻합니다.",no
27,N5,東,동녘 동,"""동녘 동"". 동쪽",トウ,ひがし,"東 = 木 + 日。 木(""나무 목"")은 ""나무""를 뜻하는 상용한자입니다. 木는 ""나무""의 모습을 본따 그린 상형문자입니다. 「日」는 ""태양""을 뜻합니다. 東는 ""아침해(日)가나무(木)에 걸린 모습""을 그린 글자입니다. ""아침해는 동쪽에서 뜬다"" -> ""동쪽""이라는 의미입니다.",음독은 トウ입니다. 특별한 점은 없습니다.,"東는 ""동쪽""을 뜻합니다.",no
28,N5,四,넷 사,"""넷 사"". 넷",シ,よ、よん、よ(つ)、よっ(つ),"四는 본래 ""사람의 콧구멍""을 그린 것으로, 원래 뜻은 ""숨쉬다""였습니다. 그러나 이후 4와 발음이 같다는 이유로 ""4""라는 뜻으로 쓰이게 된 것입니다. 즉, 四의 모양과 의미 사이에는 아무런 관계도 없습니다.",음독은 シ입니다. 특별한 점은 없습니다.,"よん은 ""4""를 뜻하는 일본 고유단어입니다.",no
29,N5,今,이제 금,"""이제 금"". 지금, 현재",コン、キン,いま,"今는 ""말하고 있는 입모양""을 그린 상형문자입니다. ""지금 말하는 중"" -> ""지금""이라는 의미입니다.",음독은 コン、キン입니다. 그러나 절대다수는 コン으로 읽습니다. キン은 일부 예외를 제외하고는 거의 쓰이지 않는 음독입니다.,"今는 ""지금, 현재""라는 뜻입니다.",no
30,N5,新,새 신,"""새 신"". 새롭다, 새것, 새로운",シン,あたら(しい)、あら(た)、にい,"新 = 立 + 木 + 斤。 立(""설 립"")은 ""서다""라는 뜻의 상용한자입니다. 立는 ""양 팔을 벌리고 서있는 사람""을 그린 상형문자입니다. 木(""나무 목"")은 ""나무""를 뜻하는 상용한자입니다. 木는 ""나무""의 모습을 본따 그린 상형문자입니다. 「斤」는 ""도끼""를 뜻하는 부수입니다(링크 참조). 新는 ""우뚝 선(立) 나무(木)를 베어서(斤) 새로운 물건을 만들다"" -> ""새롭다""라는 뜻의 글자입니다.",음독은 シン입니다. 특별한 점은 없습니다.,"新しい는 ""새롭다""라는 뜻의 형용사입니다. 新た는 ""새로움, 생생함""을 뜻합니다. 新는 ""새로운, 새~""라는 뜻의 접두어입니다.",no
31,N5,金,쇠 금,"""쇠 금"". 금, 금속, 쇠, 돈",キン、コン,かね、かな,"金는 ""산 속에 묻힌 황금""을 그린 상형문자입니다.","음독은 キン、コン입니다. 사용 빈도는 キン이 훨씬 높으나, 특별한 구분법은 없습니다.",훈독은 かね、かな입니다. 특별한 구분법은 없습니다.,no
32,N5,九,아홉 구,"""아홉 구"". 아홉",キュウ、ク,ここの、ここの(つ),"九는 본래는 ""팔꿈치""를 그린 상형문자입니다. 그러나 이후 발음이 같다는 이유로 ""9""라는 뜻으로 쓰이게 된 것입니다. 즉, 九의 모양과 의미 사이에는 아무런 관계도 없습니다. (숫자를 의미하는 한자들 중에는 이런 것들이 많습니다.)",음독은 キュウ、ク입니다. 특별한 구분법은 없습니다.,"ここの는 ""9""를 뜻하는 일본 고유단어입니다.",no
33,N5,入,들 입,"""들 입"". 들어가다, 집어넣다",ニュウ,はい(る)、い(る)、い(れる),"入는 ""뾰족한 쐐기""를 그린 상형문자입니다. ""뾰족한 쐐기를 꽂아넣다"" -> ""들어가다, 넣다""라는 의미입니다.",음독은 ニュウ입니다. 특별한 점은 없습니다.,"1.入る、入れる 入る는 ""들어오다/들어가다""라는 뜻의 1그룹 자동사입니다. 入れる는 ""집어넣다""라는 뜻의 2그룹 타동사입니다. 예문) 部屋に入る 방에 들어가다 日が入る 해가 들다(햇빛이 비치다) 箱に入れる 상자에 넣다 2.入る 入る는 ""들다/들어가다""라는 뜻의 1그룹 자동사입니다. 주로気に入る(마음에 들다),立ち入る(안에 들어가다) 등의 관용어구 단위로 쓰입니다. 예문) 気に入る 마음에 들다 芝生に立ち入る 잔디밭에 들어가다",no
34,N5,立,설 립,"""설 립"". 서다",リツ、リュウ,た(つ)、た(てる),"立는 ""양 팔을 벌리고 서있는 사람""을 그린 상형문자입니다. ""서있는 사람"" -> ""서다""라는 의미입니다.",음독은 リツ、リュウ입니다. 사용 빈도는 リツ가 훨씬 높습니다.,"立つ는 ""서다""라는 뜻의 자동사입니다. 立てる는 ""세우다""라는 뜻의 2그룹 타동사입니다. 예문) 椅子から立つ 의자에서 일어서다 柱を立てる 기둥을 세우다 男性を立てる 남성을 세우다(여자가 공손히 남성을 높이는 것을 뜻하는 관용어구)",no
35,N5,手,손 수,"""손 수"". 손",シュ,て、た,"手는 ""손과 손가락""을 본따 그린 상형문자입니다.",음독은 シュ입니다. 특별한 점은 없습니다.,"手는 ""손""을 뜻합니다.",no
36,N5,学,배울 학,"""배울 학"". 배우다",ガク,まな(ぶ),"学 = ⺍ ＋ 冖 ＋ 子。 「⺍＋冖」는 ""불이 환하게 켜진 집""을 뜻합니다(링크 참조). 子(""아들 자"")는 ""아이""를 뜻하는 상용한자입니다. 子는 ""강보에 싸인 아기""를 그린 상형문자입니다. 学는 ""아이(子)가 밤늦게까지(⺍＋冖)열심히 공부하다"" -> ""배우다""라는 뜻의 글자입니다.",음독은 ガク입니다. 특별한 점은 없습니다.,"学ぶ는 ""배우다""라는 뜻의 타동사입니다.",no
37,N5,高,높을 고,"""높을 고"". 높다",コウ,たか(い)、たか、たか(まる)、たか(める),"高는 ""높이 쌓아올려진 누각""을 본따 그린 상형문자입니다. ""높은 누각"" -> ""높다""라는 의미입니다.",음독은 コウ입니다. 특별한 점은 없습니다.,"高い는 ""높다""라는 뜻의 형용사입니다. 高まる는 ""높아지다""라는 뜻의 자동사입니다. 高める는 ""높이다""라는 뜻의 2그룹 타동사입니다.",no
38,N5,円,둥글 원,"""둥글 원"". 둥글다, 원",エン,まる(い),"円은 ""둥근 가마솥""을 본따 그린 상형문자입니다. ""둥근 가마솥"" -> ""둥글다""라는 의미입니다.",음독은 エン입니다. 특별한 점은 없습니다.,"円い는 ""둥글다""라는 뜻의 형용사입니다.",no
39,N5,子,아들 자,"""아들 자"". 아이",シ、ス,こ,"子는 ""강보에 싸인 아기""를 그린 상형문자입니다.",음독은 シ、ス입니다. 사용 빈도는 シ가 훨씬 높습니다.,훈독은 こ입니다. 특별한 점은 없습니다.,no
40,N5,目,눈 목,"""눈 목"". 눈",モク、ボク,め、ま,"目는 ""눈""을 본따 그린 상형문자입니다.",음독은 モク、ボク입니다. 그러나 절대다수는 モク로 읽습니다. ボク는面目(면목) 외에는 거의 쓰지 않는 음독입니다.,"目는 ""눈""을 뜻합니다.",no
41,N5,外,바깥 외,"""바깥 외"". 바깥",ガイ、ゲ,そと、ほか、はず(す)、はず(れる),"外 = 夕 + 卜。 夕(""저녁 석"")은 ""저녁""을 뜻하는 상용한자입니다. 夕는 ""초승달""을 본따 그린 상형문자입니다. ""초승달이 뜬 시간"" -> ""저녁""이라는 의미입니다. 「卜」는 ""점, 점괘""를 뜻하는 부수입니다(링크 참조). 外는 ""저녁(夕)에 치는 점(卜)""이라는 뜻입니다. 고대 중국에서는 낮에 점을 치는 것이 관례였다고 합니다. 저녁에 점을 치는 것은 예외적인 경우에 한해서 가능한 일이었습니다. 外는 ""저녁에 치는 점"" -> ""예외"" -> ""바깥""이라는 뜻의 글자입니다.",음독은 ガイ、ゲ입니다. 사용 빈도는 ガイ가 훨씬 높습니다.,"1. そと 外는 ""바깥""을 뜻합니다. 예문) 外で遊ぶ 바깥에서 놀다 2. ほか 外는 ""어떤 범위를 벗어난 것""을 뜻합니다. 아래 예문을 참조해 주세요. 예문) 思いの外難しい 생각 외로 어렵다 想像の外の出来事상상 밖의 사건 3.外す、外れる 外す는 ""떼어내다, 빼다""라는 뜻의 타동사입니다. 外れる는 ""빗나가다, 떨어지다, 어긋나다""라는 뜻의 2그룹 자동사입니다. 예문) 看板を外す 간판을 떼어내다 栓を外す 마개를 빼다 弾が外れる 탄환이 빗나가다 予想が外れる 예상이 어긋나다",no
42,N5,言,말씀 언,"""말씀 언"". 말, 단어, 말하다",ゲン、ゴン,い(う)、こと,"言 = ニ + ニ + 口。 ニ+ニ는 여기서는 ""소리(음파)""를 표현한 모양자입니다. 口(""입 구"")는 ""입""을 뜻하는 상용한자입니다. 口는 ""벌린 입""을 그린 상형문자입니다. 言는 ""입(口)에서 퍼져나가는 소리(ニ+ニ)""-> ""말하다""라는 뜻의 글자입니다.",음독은 ゲン、ゴン입니다.사용 빈도는 ゲン이 더 높으나 특별한 구분법은 없습니다.,"言う는 ""말하다""라는 뜻의 타동사입니다. 言는 ""말""을 뜻합니다.",no
43,N5,八,여덟 팔,"""여덟 팔"". 여덟",ハチ,や、や(つ)、やっ(つ)、よう,"八는 본래 ""사물이 반으로 쪼개진 모습""을 그린 글자입니다. 그러나 이후 발음이 비슷하다는 이유로 ""8""이라는 뜻으로 쓰이게 된 것입니다. 즉, 八의 모양과 의미 사이에는 아무런 관계도 없습니다.",음독은 ハチ입니다. 특별한 점은 없습니다.,"八つ는 ""여덟""을 뜻합니다.",no
44,N5,六,여섯 육,"""여섯 육"". 여섯",ロク,む(つ)、むっ(つ)、むい,"六의 기원에 대해서는 명확히 알려진 바가 없습니다. 숫자를 나타내는 한자 대부분이 그렇듯, 六 또한 한자의 모양과 의미 사이에는 아무런 관계도 없는 글자입니다.",음독은 ロク입니다. 특별한 점은 없습니다.,"六つ는 ""여섯""을 뜻합니다.",no
45,N5,下,아래 하,"""아래 하"". 아래, 아래쪽",カ、ゲ,した、しも、もと、さ(げる)、さ(がる)、くだ(る)、くだ(す)、くだ(さる)、お(ろす)、お(りる),"下는 ""손가락으로 아래쪽을 가리키고 있는 모습""을 표현한 지사문자입니다.",음독은 カ、ゲ입니다. 특별한 구분법은 없습니다.,"1. さ(げる)、さ(がる) 下げる는 ""(위치/가치/정도 등을) 내리다""라는 뜻의 2그룹 타동사입니다. 下がる는 ""(위치/가치/정도 등이) 내려가다""라는 뜻의 자동사입니다. 예문) 電灯を下げる 전등을 내리다 品質を下げる 품질을 낮추다 気温が下がる 기온이 내려가다 物価が下がる 물가가 떨어지다 2. お(ろす)、お(りる) 下ろす는 ""아래로 옮기다/내리다""라는 뜻의 타동사입니다. 下りる는 ""아래로 내려오다/내려가다, (허가/결정 등이)내려오다""라는 뜻의 2그룹 자동사입니다. 예문) 棚から箱を下ろす 선반에서 상자를 내리다 看板を下ろす 간판을 내리다 山を下りる 산에서 내려오다 許可が下りる 허가가 내려오다 3. くだ(す)、くだ(る) 下す는 ""(지위/명령/판단 등을)내리다""라는 뜻의 타동사입니다. 下る는 ""아래로 내려오다/내려가다, (명령/판결 등이)내려지다""라는 뜻의 자동사입니다. 예문) 地位を下す 지위를 강등시키다 命令を下す 명령을 내리다 坂を下る 비탈을 내려가다 命令が下る 명령이 내리다(하달되다) 4. くだ(さる) 下さる는 ""주시다""라는 뜻의 타동사로, くれる의 존경어입니다. 예문) 先生が下さった本선생님께서 주신 책 5. した、しも、もと 下는 ""아래, 밑""을 뜻합니다.",no
46,N5,来,올 래,"""올 래"". 오다",ライ,く(る)、きた(る)、きた(す),"来는 ""동물의 발자국""을 본따 그린 상형문자입니다. ""들짐승이 다가오다"" -> ""오다""라는 의미입니다.",음독은 ライ입니다. 특별한 점은 없습니다.,"1.来る 来る는 ""오다""라는 뜻의 자동사입니다. 예문) 日本に来る 일본에 오다 手紙が来る 편지가 오다 2.来る、来す 来る는 ""오다""라는 뜻의 자동사로, ""세계적인 피아니스트 A씨 오다""와 같은 관용적 표현에만 쓰이는 표현입니다. 来す는 ""초래하다""라는 뜻의 타동사입니다. 예문) 世界的なピアニストA氏来る 세계적인 피아니스트 A씨 오다 失敗を来す 실패를 초래하다",no
